CPT1/HCPCS,Mod,Status,Description,Work RVUs,Non-Facility PE RVUs,Facility PE RVUs,Mal-Practice RVUs,Total Non-Facility RVUs,Total Facility RVUs,Global
67914,,A,Repair eyelid defect,3.75,9.21,5.24,0.30,13.26,9.29,090
67915,,A,Repair eyelid defect,2.03,6.06,3.42,0.15,8.24,5.60,090
67916,,A,Repair eyelid defect,5.48,10.81,6.32,0.44,16.73,12.24,090
67917,,A,Repair eyelid defect,5.93,10.64,6.61,0.46,17.03,13.00,090
67921,,A,Repair eyelid defect,3.47,9.25,5.07,0.26,12.98,8.80,090
67922,,A,Repair eyelid defect,2.03,5.99,3.42,0.15,8.17,5.60,090
67923,,A,Repair eyelid defect,5.48,10.81,6.33,0.41,16.70,12.22,090
67924,,A,Repair eyelid defect,5.93,11.42,6.62,0.45,17.80,13.00,090
67930,,A,Repair eyelid wound,3.65,6.36,2.89,0.29,10.30,6.83,010
67935,,A,Repair eyelid wound,6.36,9.88,5.64,0.57,16.81,12.57,090
67938,,A,Remove eyelid foreign body,1.38,5.40,1.83,0.09,6.87,3.30,010
67950,,A,Revision of eyelid,5.99,9.70,6.67,0.50,16.19,13.16,090
67961,,A,Revision of eyelid,5.86,9.93,6.60,0.45,16.24,12.91,090
67966,,A,Revision of eyelid,8.97,12.06,8.99,0.70,21.73,18.66,090
67971,,A,Reconstruction of eyelid,10.01,NA,9.76,0.76,NA,20.53,090
67973,,A,Reconstruction of eyelid,13.13,NA,12.29,1.00,NA,26.42,090
67974,,A,Reconstruction of eyelid,13.10,NA,12.27,0.98,NA,26.35,090
67975,,A,Reconstruction of eyelid,9.35,NA,9.35,0.72,NA,19.42,090
67999,,C,Revision of eyelid,0.00,0.00,0.00,0.00,0.00,0.00,YYY
68020,,A,Incise/drain eyelid lining,1.42,1.86,1.61,0.10,3.38,3.13,010
68040,,A,Treatment of eyelid lesions,0.85,0.85,0.53,0.05,1.75,1.43,000
68100,,A,Biopsy of eyelid lining,1.35,3.34,1.32,0.10,4.79,2.77,000
68110,,A,Remove eyelid lining lesion,1.82,4.41,2.26,0.13,6.36,4.21,010
68115,,A,Remove eyelid lining lesion,2.41,6.19,2.63,0.18,8.78,5.22,010
68130,,A,Remove eyelid lining lesion,5.10,9.74,6.21,0.37,15.21,11.68,090
68135,,A,Remove eyelid lining lesion,1.89,2.40,2.25,0.14,4.43,4.28,010
68200,,A,Treat eyelid by injection,0.49,0.64,0.46,0.04,1.17,0.99,000
68320,,A,Revise/graft eyelid lining,6.64,13.32,8.15,0.50,20.46,15.29,090
68325,,A,Revise/graft eyelid lining,8.63,NA,9.39,0.66,NA,18.68,090
68326,,A,Revise/graft eyelid lining,8.42,NA,9.27,0.63,NA,18.32,090
68328,,A,Revise/graft eyelid lining,9.45,NA,9.92,0.74,NA,20.11,090
68330,,A,Revise eyelid lining,5.78,10.86,6.87,0.43,17.07,13.08,090
68335,,A,Revise/graft eyelid lining,8.46,NA,9.30,0.63,NA,18.39,090
68340,,A,Separate eyelid adhesions,4.97,10.05,5.99,0.36,15.38,11.32,090
68360,,A,Revise eyelid lining,5.17,9.46,6.12,0.40,15.03,11.69,090
68362,,A,Revise eyelid lining,8.61,NA,9.38,0.63,NA,18.62,090
68371,,A,Harvest eye tissue alograft,5.09,NA,6.25,0.37,NA,11.71,010
68399,,C,Eyelid lining surgery,0.00,0.00,0.00,0.00,0.00,0.00,YYY
68400,,A,Incise/drain tear gland,1.74,6.13,1.87,0.13,8.00,3.74,010
68420,,A,Incise/drain tear sac,2.35,6.51,2.24,0.19,9.05,4.78,010
68440,,A,Incise tear duct opening,0.99,1.82,1.74,0.07,2.88,2.80,010
68500,,A,Removal of tear gland,12.77,NA,13.96,1.01,NA,27.74,090
68505,,A,Partial removal tear gland,12.69,NA,13.82,0.97,NA,27.48,090
68510,,A,Biopsy of tear gland,4.60,7.61,3.34,0.35,12.56,8.29,000
68520,,A,Removal of tear sac,8.78,NA,10.01,0.68,NA,19.47,090
68525,,A,Biopsy of tear sac,4.42,NA,2.76,0.34,NA,7.52,000
68530,,A,Clearance of tear duct,3.70,8.08,3.34,0.28,12.06,7.32,010
68540,,A,Remove tear gland lesion,12.18,NA,13.28,0.88,NA,26.34,090
68550,,A,Remove tear gland lesion,15.16,NA,14.94,1.46,NA,31.56,090
68700,,A,Repair tear ducts,7.87,NA,8.67,0.59,NA,17.13,090
68705,,A,Revise tear duct opening,2.11,4.41,2.45,0.16,6.68,4.72,010
68720,,A,Create tear sac drain,9.96,NA,10.74,0.76,NA,21.46,090
68745,,A,Create tear duct drain,9.90,NA,10.93,0.71,NA,21.54,090
68750,,A,Create tear duct drain,10.10,NA,11.43,0.77,NA,22.30,090
68760,,A,Close tear duct opening,1.78,3.77,2.23,0.13,5.68,4.14,010
68761,,A,Close tear duct opening,1.41,2.67,1.87,0.09,4.17,3.37,010
68770,,A,Close tear system fistula,8.29,NA,8.94,0.63,NA,17.86,090
68801,,A,Dilate tear duct opening,0.82,1.63,1.37,0.05,2.50,2.24,010
68810,,A,Probe nasolacrimal duct,1.54,2.80,1.97,0.11,4.45,3.62,010
68811,,A,Probe nasolacrimal duct,1.74,NA,1.99,0.14,NA,3.87,010
68815,,A,Probe nasolacrimal duct,2.70,8.30,3.38,0.21,11.21,6.29,010
68816,,A,Probe nl duct w/balloon,2.10,15.94,2.37,0.16,18.20,4.63,010
68840,,A,Explore/irrigate tear ducts,1.30,2.22,1.91,0.09,3.61,3.30,010
68850,,A,Injection for tear sac x-ray,0.80,0.88,0.74,0.07,1.75,1.61,000
68899,,C,Tear duct system surgery,0.00,0.00,0.00,0.00,0.00,0.00,YYY
69000,,A,Drain external ear lesion,1.50,3.63,1.71,0.19,5.32,3.40,010
69005,,A,Drain external ear lesion,2.16,3.63,2.01,0.31,6.10,4.48,010
69020,,A,Drain outer ear canal lesion,1.53,4.83,2.31,0.22,6.58,4.06,010
69090,,N,Pierce earlobes,0.00,0.00,0.00,0.00,0.00,0.00,XXX
69100,,A,Biopsy of external ear,0.81,1.94,0.49,0.11,2.86,1.41,000
69105,,A,Biopsy of external ear canal,0.85,3.00,0.85,0.12,3.97,1.82,000
69110,,A,Remove external ear partial,3.53,8.95,5.19,0.56,13.04,9.28,090
69120,,A,Removal of external ear,4.14,NA,6.90,0.56,NA,11.60,090
69140,,A,Remove ear canal lesion(s),8.14,NA,15.68,1.17,NA,24.99,090
69145,,A,Remove ear canal lesion(s),2.70,8.15,4.03,0.39,11.24,7.12,090
69150,,A,Extensive ear canal surgery,13.61,NA,14.28,2.07,NA,29.96,090
69155,,A,Extensive ear/neck surgery,23.35,NA,21.06,3.31,NA,47.72,090
69200,,A,Clear outer ear canal,0.77,1.48,0.49,0.10,2.35,1.36,000
69205,,A,Clear outer ear canal,1.21,NA,1.52,0.17,NA,2.90,010
69209,,A,Remove impacted ear wax uni,0.00,0.35,NA,0.01,0.36,NA,000
69210,,A,Remove impacted ear wax uni,0.61,0.71,0.26,0.07,1.39,0.94,000
69220,,A,Clean out mastoid cavity,0.83,1.61,0.53,0.12,2.56,1.48,000
69222,,A,Clean out mastoid cavity,1.45,4.56,2.24,0.21,6.22,3.90,010
69300,,R,Revise external ear,6.44,9.50,5.80,0.94,16.88,13.18,YYY
69310,,A,Rebuild outer ear canal,10.97,NA,18.55,1.64,NA,31.16,090
69320,,A,Rebuild outer ear canal,17.18,NA,23.94,2.42,NA,43.54,090
69399,,C,Outer ear surgery procedure,0.00,0.00,0.00,0.00,0.00,0.00,YYY
69420,,A,Incision of eardrum,1.38,3.84,1.86,0.20,5.42,3.44,010
69421,,A,Incision of eardrum,1.78,NA,2.21,0.26,NA,4.25,010
69424,,A,Remove ventilating tube,0.85,2.64,0.81,0.12,3.61,1.78,000
69433,,A,Create eardrum opening,1.57,3.94,1.98,0.23,5.74,3.78,010
69436,,A,Create eardrum opening,2.01,NA,2.28,0.29,NA,4.58,010
69440,,A,Exploration of middle ear,7.71,NA,10.85,1.11,NA,19.67,090
69450,,A,Eardrum revision,5.69,NA,9.05,0.82,NA,15.56,090
69501,,A,Mastoidectomy,9.21,NA,10.44,1.32,NA,20.97,090
69502,,A,Mastoidectomy,12.56,NA,13.47,1.89,NA,27.92,090
69505,,A,Remove mastoid structures,13.17,NA,19.33,1.89,NA,34.39,090
69511,,A,Extensive mastoid surgery,13.70,NA,19.56,2.00,NA,35.26,090
69530,,A,Extensive mastoid surgery,20.38,NA,24.24,3.15,NA,47.77,090
69535,,A,Remove part of temporal bone,37.42,NA,33.85,5.88,NA,77.15,090
69540,,A,Remove ear lesion,1.25,4.49,2.19,0.18,5.92,3.62,010
69550,,A,Remove ear lesion,11.15,NA,16.99,1.59,NA,29.73,090
69552,,A,Remove ear lesion,19.81,NA,22.03,2.74,NA,44.58,090
69554,,A,Remove ear lesion,35.97,NA,31.04,5.15,NA,72.16,090
69601,,A,Mastoid surgery revision,13.45,NA,14.53,1.93,NA,29.91,090
69602,,A,Mastoid surgery revision,13.76,NA,15.44,2.04,NA,31.24,090
69603,,A,Mastoid surgery revision,14.20,NA,19.91,2.11,NA,36.22,090
69604,,A,Mastoid surgery revision,14.20,NA,15.56,2.04,NA,31.80,090
69605,,A,Mastoid surgery revision,18.69,NA,25.34,3.94,NA,47.97,090
69610,,A,Repair of eardrum,4.47,5.81,3.22,0.65,10.93,8.34,010
69620,,A,Repair of eardrum,6.03,12.81,7.07,0.86,19.70,13.96,090
69631,,A,Repair eardrum structures,10.05,NA,13.76,1.45,NA,25.26,090
69632,,A,Rebuild eardrum structures,12.96,NA,15.99,1.86,NA,30.81,090
69633,,A,Rebuild eardrum structures,12.31,NA,15.74,1.81,NA,29.86,090
69635,,A,Repair eardrum structures,13.51,NA,19.75,2.08,NA,35.34,090
69636,,A,Rebuild eardrum structures,15.43,NA,21.79,2.21,NA,39.43,090
69637,,A,Rebuild eardrum structures,15.32,NA,22.23,2.49,NA,40.04,090
69641,,A,Revise middle ear & mastoid,12.89,NA,15.02,1.86,NA,29.77,090
69642,,A,Revise middle ear & mastoid,17.06,NA,18.69,2.44,NA,38.19,090
69643,,A,Revise middle ear & mastoid,15.59,NA,17.14,2.26,NA,34.99,090
69644,,A,Revise middle ear & mastoid,17.23,NA,22.54,2.48,NA,42.25,090
69645,,A,Revise middle ear & mastoid,16.71,NA,22.40,2.42,NA,41.53,090
69646,,A,Revise middle ear & mastoid,18.37,NA,23.11,2.63,NA,44.11,090
69650,,A,Release middle ear bone,9.80,NA,11.82,1.46,NA,23.08,090
69660,,A,Revise middle ear bone,12.03,NA,12.73,1.74,NA,26.50,090
69661,,A,Revise middle ear bone,15.92,NA,16.29,2.27,NA,34.48,090
69662,,A,Revise middle ear bone,15.60,NA,15.33,2.30,NA,33.23,090
69666,,A,Repair middle ear structures,9.89,NA,11.88,1.46,NA,23.23,090
69667,,A,Repair middle ear structures,9.90,NA,11.86,1.47,NA,23.23,090
69670,,A,Remove mastoid air cells,11.73,NA,13.72,1.71,NA,27.16,090
69676,,A,Remove middle ear nerve,9.69,NA,12.66,1.39,NA,23.74,090
69700,,A,Close mastoid fistula,8.37,NA,10.25,1.22,NA,19.84,090
69710,,N,Implant/replace hearing aid,0.00,0.00,0.00,0.00,0.00,0.00,XXX
69711,,A,Remove/repair hearing aid,10.62,NA,12.50,1.52,NA,24.64,090
69714,,A,Implant temple bone w/stimul,14.45,NA,14.29,2.11,NA,30.85,090
69715,,A,Temple bne implnt w/stimulat,18.96,NA,17.04,3.54,NA,39.54,090
69717,,A,Temple bone implant revision,15.43,NA,14.73,2.28,NA,32.44,090
69718,,A,Revise temple bone implant,19.21,NA,16.47,2.75,NA,38.43,090
69720,,A,Release facial nerve,14.71,NA,17.47,2.67,NA,34.85,090
69725,,A,Release facial nerve,27.64,NA,22.25,3.96,NA,53.85,090
69740,,A,Repair facial nerve,16.27,NA,14.99,2.95,NA,34.21,090
69745,,A,Repair facial nerve,17.02,NA,14.78,1.76,NA,33.56,090
69799,,C,Middle ear surgery procedure,0.00,0.00,0.00,0.00,0.00,0.00,YYY
69801,,A,Incise inner ear,2.06,3.20,1.26,0.30,5.56,3.62,000
69805,,A,Explore inner ear,14.71,NA,13.36,2.10,NA,30.17,090
69806,,A,Explore inner ear,12.63,NA,12.61,1.81,NA,27.05,090
69820,,A,Establish inner ear window,10.52,NA,12.01,1.39,NA,23.92,090
69840,,A,Revise inner ear window,10.44,NA,13.92,1.50,NA,25.86,090
69905,,A,Remove inner ear,11.26,NA,13.35,1.61,NA,26.22,090
69910,,A,Remove inner ear & mastoid,13.91,NA,13.35,2.04,NA,29.30,090
69915,,A,Incise inner ear nerve,22.77,NA,18.50,4.22,NA,45.49,090
69930,,A,Implant cochlear device,17.73,NA,14.78,2.54,NA,35.05,090
69949,,C,Inner ear surgery procedure,0.00,0.00,0.00,0.00,0.00,0.00,YYY
69950,,A,Incise inner ear nerve,27.63,NA,19.59,4.85,NA,52.07,090
69955,,A,Release facial nerve,29.42,NA,23.05,4.03,NA,56.50,090
69960,,A,Release inner ear canal,29.42,NA,21.53,4.22,NA,55.17,090
69970,,A,Remove inner ear lesion,32.41,NA,24.34,4.65,NA,61.40,090
69979,,C,Temporal bone surgery,0.00,0.00,0.00,0.00,0.00,0.00,YYY
69990,,R,Microsurgery add-on,3.46,NA,1.61,1.36,NA,6.43,ZZZ
70010,,A,Contrast x-ray of brain,1.19,NA,0.54,0.17,NA,1.90,XXX
70015,,A,Contrast x-ray of brain,1.19,3.06,NA,0.15,4.40,NA,XXX
70015,TC,A,Contrast x-ray of brain,0.00,2.60,NA,0.01,2.61,NA,XXX
70015,26,A,Contrast x-ray of brain,1.19,0.46,0.46,0.14,1.79,1.79,XXX
70030,,A,X-ray eye for foreign body,0.17,0.59,NA,0.02,0.78,NA,XXX
70030,TC,A,X-ray eye for foreign body,0.00,0.53,NA,0.01,0.54,NA,XXX
70030,26,A,X-ray eye for foreign body,0.17,0.06,0.06,0.01,0.24,0.24,XXX
7010F,,M,Pt info into recall system,0.00,0.00,0.00,0.00,0.00,0.00,XXX
70100,,A,X-ray exam of jaw <4views,0.18,0.73,NA,0.02,0.93,NA,XXX
70100,TC,A,X-ray exam of jaw <4views,0.00,0.66,NA,0.01,0.67,NA,XXX
70100,26,A,X-ray exam of jaw <4views,0.18,0.07,0.07,0.01,0.26,0.26,XXX
70110,,A,X-ray exam of jaw 4/> views,0.25,0.80,NA,0.02,1.07,NA,XXX
70110,TC,A,X-ray exam of jaw 4/> views,0.00,0.70,NA,0.01,0.71,NA,XXX
70110,26,A,X-ray exam of jaw 4/> views,0.25,0.10,0.10,0.01,0.36,0.36,XXX
70120,,A,X-ray exam of mastoids,0.18,0.75,NA,0.02,0.95,NA,XXX
70120,TC,A,X-ray exam of mastoids,0.00,0.68,NA,0.01,0.69,NA,XXX
70120,26,A,X-ray exam of mastoids,0.18,0.07,0.07,0.01,0.26,0.26,XXX
70130,,A,X-ray exam of mastoids,0.34,1.17,NA,0.03,1.54,NA,XXX
70130,TC,A,X-ray exam of mastoids,0.00,1.04,NA,0.01,1.05,NA,XXX
70130,26,A,X-ray exam of mastoids,0.34,0.13,0.13,0.02,0.49,0.49,XXX
70134,,A,X-ray exam of middle ear,0.34,1.10,NA,0.02,1.46,NA,XXX
70134,TC,A,X-ray exam of middle ear,0.00,0.95,NA,0.01,0.96,NA,XXX
70134,26,A,X-ray exam of middle ear,0.34,0.15,0.15,0.01,0.50,0.50,XXX
70140,,A,X-ray exam of facial bones,0.19,0.63,NA,0.02,0.84,NA,XXX
70140,TC,A,X-ray exam of facial bones,0.00,0.53,NA,0.01,0.54,NA,XXX
70140,26,A,X-ray exam of facial bones,0.19,0.10,0.10,0.01,0.30,0.30,XXX
70150,,A,X-ray exam of facial bones,0.26,0.89,NA,0.02,1.17,NA,XXX
70150,TC,A,X-ray exam of facial bones,0.00,0.78,NA,0.01,0.79,NA,XXX
70150,26,A,X-ray exam of facial bones,0.26,0.11,0.11,0.01,0.38,0.38,XXX
70160,,A,X-ray exam of nasal bones,0.17,0.73,NA,0.02,0.92,NA,XXX
70160,TC,A,X-ray exam of nasal bones,0.00,0.66,NA,0.01,0.67,NA,XXX
70160,26,A,X-ray exam of nasal bones,0.17,0.07,0.07,0.01,0.25,0.25,XXX
70170,,C,X-ray exam of tear duct,0.00,0.00,NA,0.00,0.00,NA,XXX
70170,TC,C,X-ray exam of tear duct,0.00,0.00,NA,0.00,0.00,NA,XXX
70170,26,A,X-ray exam of tear duct,0.30,0.11,0.11,0.02,0.43,0.43,XXX
70190,,A,X-ray exam of eye sockets,0.21,0.77,NA,0.02,1.00,NA,XXX
70190,TC,A,X-ray exam of eye sockets,0.00,0.67,NA,0.01,0.68,NA,XXX
70190,26,A,X-ray exam of eye sockets,0.21,0.10,0.10,0.01,0.32,0.32,XXX
7020F,,I,Mammo assess cat in dbase,0.00,0.00,0.00,0.00,0.00,0.00,XXX
70200,,A,X-ray exam of eye sockets,0.28,0.89,NA,0.02,1.19,NA,XXX
70200,TC,A,X-ray exam of eye sockets,0.00,0.78,NA,0.01,0.79,NA,XXX
70200,26,A,X-ray exam of eye sockets,0.28,0.11,0.11,0.01,0.40,0.40,XXX
70210,,A,X-ray exam of sinuses,0.17,0.65,NA,0.02,0.84,NA,XXX
70210,TC,A,X-ray exam of sinuses,0.00,0.58,NA,0.01,0.59,NA,XXX
70210,26,A,X-ray exam of sinuses,0.17,0.07,0.07,0.01,0.25,0.25,XXX
70220,,A,X-ray exam of sinuses,0.25,0.79,NA,0.02,1.06,NA,XXX
70220,TC,A,X-ray exam of sinuses,0.00,0.69,NA,0.01,0.70,NA,XXX
70220,26,A,X-ray exam of sinuses,0.25,0.10,0.10,0.01,0.36,0.36,XXX
70240,,A,X-ray exam pituitary saddle,0.19,0.64,NA,0.02,0.85,NA,XXX
70240,TC,A,X-ray exam pituitary saddle,0.00,0.56,NA,0.01,0.57,NA,XXX
70240,26,A,X-ray exam pituitary saddle,0.19,0.08,0.08,0.01,0.28,0.28,XXX
7025F,,M,Pt infosys alarm 4 nxt mammo,0.00,0.00,0.00,0.00,0.00,0.00,XXX
70250,,A,X-ray exam of skull,0.24,0.76,NA,0.02,1.02,NA,XXX
70250,TC,A,X-ray exam of skull,0.00,0.65,NA,0.01,0.66,NA,XXX
70250,26,A,X-ray exam of skull,0.24,0.11,0.11,0.01,0.36,0.36,XXX
70260,,A,X-ray exam of skull,0.34,0.92,NA,0.03,1.29,NA,XXX
70260,TC,A,X-ray exam of skull,0.00,0.78,NA,0.01,0.79,NA,XXX
70260,26,A,X-ray exam of skull,0.34,0.14,0.14,0.02,0.50,0.50,XXX
70300,,A,X-ray exam of teeth,0.10,0.30,NA,0.02,0.42,NA,XXX
70300,TC,A,X-ray exam of teeth,0.00,0.24,NA,0.01,0.25,NA,XXX
70300,26,A,X-ray exam of teeth,0.10,0.06,0.06,0.01,0.17,0.17,XXX
70310,,A,X-ray exam of teeth,0.16,0.84,NA,0.02,1.02,NA,XXX
70310,TC,A,X-ray exam of teeth,0.00,0.78,NA,0.01,0.79,NA,XXX
70310,26,A,X-ray exam of teeth,0.16,0.06,0.06,0.01,0.23,0.23,XXX
70320,,A,Full mouth x-ray of teeth,0.22,1.25,NA,0.03,1.50,NA,XXX
70320,TC,A,Full mouth x-ray of teeth,0.00,1.14,NA,0.01,1.15,NA,XXX
70320,26,A,Full mouth x-ray of teeth,0.22,0.11,0.11,0.02,0.35,0.35,XXX
70328,,A,X-ray exam of jaw joint,0.18,0.66,NA,0.02,0.86,NA,XXX
70328,TC,A,X-ray exam of jaw joint,0.00,0.59,NA,0.01,0.60,NA,XXX
70328,26,A,X-ray exam of jaw joint,0.18,0.07,0.07,0.01,0.26,0.26,XXX
70330,,A,X-ray exam of jaw joints,0.24,1.10,NA,0.02,1.36,NA,XXX
70330,TC,A,X-ray exam of jaw joints,0.00,0.99,NA,0.01,1.00,NA,XXX
70330,26,A,X-ray exam of jaw joints,0.24,0.11,0.11,0.01,0.36,0.36,XXX
70332,,A,X-ray exam of jaw joint,0.54,1.68,NA,0.04,2.26,NA,XXX
70332,TC,A,X-ray exam of jaw joint,0.00,1.37,NA,0.01,1.38,NA,XXX
70332,26,A,X-ray exam of jaw joint,0.54,0.31,0.31,0.03,0.88,0.88,XXX
70336,,A,Magnetic image jaw joint,1.48,7.50,NA,0.10,9.08,NA,XXX
70336,TC,A,Magnetic image jaw joint,0.00,6.96,NA,0.02,6.98,NA,XXX
70336,26,A,Magnetic image jaw joint,1.48,0.54,0.54,0.08,2.10,2.10,XXX
70350,,A,X-ray head for orthodontia,0.17,0.36,NA,0.03,0.56,NA,XXX
70350,TC,A,X-ray head for orthodontia,0.00,0.26,NA,0.01,0.27,NA,XXX
70350,26,A,X-ray head for orthodontia,0.17,0.10,0.10,0.02,0.29,0.29,XXX
70355,,A,Panoramic x-ray of jaws,0.20,0.36,NA,0.03,0.59,NA,XXX
70355,TC,A,Panoramic x-ray of jaws,0.00,0.26,NA,0.01,0.27,NA,XXX
70355,26,A,Panoramic x-ray of jaws,0.20,0.10,0.10,0.02,0.32,0.32,XXX
70360,,A,X-ray exam of neck,0.17,0.60,NA,0.02,0.79,NA,XXX
70360,TC,A,X-ray exam of neck,0.00,0.54,NA,0.01,0.55,NA,XXX
70360,26,A,X-ray exam of neck,0.17,0.06,0.06,0.01,0.24,0.24,XXX
70370,,A,Throat x-ray & fluoroscopy,0.32,1.82,NA,0.03,2.17,NA,XXX
70370,TC,A,Throat x-ray & fluoroscopy,0.00,1.70,NA,0.01,1.71,NA,XXX
70370,26,A,Throat x-ray & fluoroscopy,0.32,0.12,0.12,0.02,0.46,0.46,XXX
70371,,A,Speech evaluation complex,0.84,1.65,NA,0.05,2.54,NA,XXX
70371,TC,A,Speech evaluation complex,0.00,1.34,NA,0.01,1.35,NA,XXX
70371,26,A,Speech evaluation complex,0.84,0.31,0.31,0.04,1.19,1.19,XXX
70380,,A,X-ray exam of salivary gland,0.17,0.82,NA,0.02,1.01,NA,XXX
70380,TC,A,X-ray exam of salivary gland,0.00,0.74,NA,0.01,0.75,NA,XXX
70380,26,A,X-ray exam of salivary gland,0.17,0.08,0.08,0.01,0.26,0.26,XXX
70390,,A,X-ray exam of salivary duct,0.38,2.23,NA,0.03,2.64,NA,XXX
70390,TC,A,X-ray exam of salivary duct,0.00,2.09,NA,0.01,2.10,NA,XXX
70390,26,A,X-ray exam of salivary duct,0.38,0.14,0.14,0.02,0.54,0.54,XXX
70450,,A,Ct head/brain w/o dye,0.85,2.37,NA,0.06,3.28,NA,XXX
70450,TC,A,Ct head/brain w/o dye,0.00,2.05,NA,0.01,2.06,NA,XXX
70450,26,A,Ct head/brain w/o dye,0.85,0.32,0.32,0.05,1.22,1.22,XXX
70460,,A,Ct head/brain w/dye,1.13,3.38,NA,0.07,4.58,NA,XXX
70460,TC,A,Ct head/brain w/dye,0.00,2.96,NA,0.01,2.97,NA,XXX
70460,26,A,Ct head/brain w/dye,1.13,0.42,0.42,0.06,1.61,1.61,XXX
70470,,A,Ct head/brain w/o & w/dye,1.27,4.07,NA,0.08,5.42,NA,XXX
70470,TC,A,Ct head/brain w/o & w/dye,0.00,3.59,NA,0.01,3.60,NA,XXX
70470,26,A,Ct head/brain w/o & w/dye,1.27,0.48,0.48,0.07,1.82,1.82,XXX
70480,,A,Ct orbit/ear/fossa w/o dye,1.28,5.22,NA,0.08,6.58,NA,XXX
70480,TC,A,Ct orbit/ear/fossa w/o dye,0.00,4.74,NA,0.01,4.75,NA,XXX
70480,26,A,Ct orbit/ear/fossa w/o dye,1.28,0.48,0.48,0.07,1.83,1.83,XXX
70481,,A,Ct orbit/ear/fossa w/dye,1.38,6.31,NA,0.09,7.78,NA,XXX
70481,TC,A,Ct orbit/ear/fossa w/dye,0.00,5.80,NA,0.01,5.81,NA,XXX
70481,26,A,Ct orbit/ear/fossa w/dye,1.38,0.51,0.51,0.08,1.97,1.97,XXX
70482,,A,Ct orbit/ear/fossa w/o&w/dye,1.45,6.94,NA,0.10,8.49,NA,XXX
70482,TC,A,Ct orbit/ear/fossa w/o&w/dye,0.00,6.41,NA,0.02,6.43,NA,XXX
70482,26,A,Ct orbit/ear/fossa w/o&w/dye,1.45,0.53,0.53,0.08,2.06,2.06,XXX
70486,,A,Ct maxillofacial w/o dye,0.85,3.02,NA,0.06,3.93,NA,XXX
70486,TC,A,Ct maxillofacial w/o dye,0.00,2.70,NA,0.01,2.71,NA,XXX
70486,26,A,Ct maxillofacial w/o dye,0.85,0.32,0.32,0.05,1.22,1.22,XXX
70487,,A,Ct maxillofacial w/dye,1.13,3.53,NA,0.07,4.73,NA,XXX
70487,TC,A,Ct maxillofacial w/dye,0.00,3.11,NA,0.01,3.12,NA,XXX
70487,26,A,Ct maxillofacial w/dye,1.13,0.42,0.42,0.06,1.61,1.61,XXX
70488,,A,Ct maxillofacial w/o & w/dye,1.27,4.42,NA,0.08,5.77,NA,XXX
70488,TC,A,Ct maxillofacial w/o & w/dye,0.00,3.95,NA,0.01,3.96,NA,XXX
70488,26,A,Ct maxillofacial w/o & w/dye,1.27,0.47,0.47,0.07,1.81,1.81,XXX
70490,,A,Ct soft tissue neck w/o dye,1.28,4.09,NA,0.08,5.45,NA,XXX
70490,TC,A,Ct soft tissue neck w/o dye,0.00,3.61,NA,0.01,3.62,NA,XXX
70490,26,A,Ct soft tissue neck w/o dye,1.28,0.48,0.48,0.07,1.83,1.83,XXX
70491,,A,Ct soft tissue neck w/dye,1.38,5.18,NA,0.09,6.65,NA,XXX
70491,TC,A,Ct soft tissue neck w/dye,0.00,4.66,NA,0.01,4.67,NA,XXX
70491,26,A,Ct soft tissue neck w/dye,1.38,0.52,0.52,0.08,1.98,1.98,XXX
70492,,A,Ct sft tsue nck w/o & w/dye,1.45,6.30,NA,0.09,7.84,NA,XXX
70492,TC,A,Ct sft tsue nck w/o & w/dye,0.00,5.76,NA,0.01,5.77,NA,XXX
70492,26,A,Ct sft tsue nck w/o & w/dye,1.45,0.54,0.54,0.08,2.07,2.07,XXX
70496,,A,Ct angiography head,1.75,6.41,NA,0.12,8.28,NA,XXX
70496,TC,A,Ct angiography head,0.00,5.76,NA,0.02,5.78,NA,XXX
70496,26,A,Ct angiography head,1.75,0.65,0.65,0.10,2.50,2.50,XXX
70498,,A,Ct angiography neck,1.75,6.39,NA,0.12,8.26,NA,XXX
70498,TC,A,Ct angiography neck,0.00,5.74,NA,0.02,5.76,NA,XXX
70498,26,A,Ct angiography neck,1.75,0.65,0.65,0.10,2.50,2.50,XXX
70540,,A,Mri orbit/face/neck w/o dye,1.35,7.09,NA,0.09,8.53,NA,XXX
70540,TC,A,Mri orbit/face/neck w/o dye,0.00,6.60,NA,0.01,6.61,NA,XXX
70540,26,A,Mri orbit/face/neck w/o dye,1.35,0.49,0.49,0.08,1.92,1.92,XXX
70542,,A,Mri orbit/face/neck w/dye,1.62,7.85,NA,0.11,9.58,NA,XXX
70542,TC,A,Mri orbit/face/neck w/dye,0.00,7.24,NA,0.02,7.26,NA,XXX
70542,26,A,Mri orbit/face/neck w/dye,1.62,0.61,0.61,0.09,2.32,2.32,XXX
70543,,A,Mri orbt/fac/nck w/o &w/dye,2.15,9.47,NA,0.14,11.76,NA,XXX
70543,TC,A,Mri orbt/fac/nck w/o &w/dye,0.00,8.68,NA,0.02,8.70,NA,XXX
70543,26,A,Mri orbt/fac/nck w/o &w/dye,2.15,0.79,0.79,0.12,3.06,3.06,XXX
70544,,A,Mr angiography head w/o dye,1.20,9.78,NA,0.09,11.07,NA,XXX
70544,TC,A,Mr angiography head w/o dye,0.00,9.33,NA,0.02,9.35,NA,XXX
